ResponseId,study,study_factor,model_pooled,persuader,condition,direction,aligned_belief_change,belief_pre,compliant,persuaded
R_61ZKcCasGv55XkM,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,65,TRUE,0
R_7OU0xtmxCuU3HLT,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-2,72,TRUE,0
R_7jeWnDiZmpc0T51,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,1,70,TRUE,1
R_53dzJkDAhELMu5P,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,51,TRUE,0
R_1n9mlND90rWgl6U,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_7AKHhIuCxSFeHMq,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,19,61,TRUE,1
R_19zJW9PGE9Evj3z,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,18,56,FALSE,1
R_5n15XBOPI18LYGU,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,61,TRUE,1
R_7MbNJ37Xpa03r6O,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,35,51,TRUE,1
R_7PSDjydkLdipywJ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,53,TRUE,0
R_174ks2CSkL2FGrT,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,60,TRUE,0
R_7co1ehOev9pS4RA,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,30,61,TRUE,1
R_7w5PBFNlTafJGKZ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,4,51,TRUE,1
R_7kGt6aa1vIfgGsA,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,4,44,TRUE,1
R_1FPeECeBYCUWFyh,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-5,68,TRUE,0
R_3q3fANLCOIKisbN,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-5,70,TRUE,0
R_6AQgu1Jip7Uqplh,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,40,60,TRUE,1
R_7SVMkZW9DeEKFup,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-21,53,TRUE,0
R_6arHTtEgEntZSAY,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,10,62,TRUE,1
R_7pQlbzNIdnK82Qb,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,11,29,TRUE,1
R_6atO2cHx8Tsyo9f,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,39,56,TRUE,1
R_3Vlnk56maH2ivPb,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,17,63,TRUE,1
R_5zp7ChzKhNr38S9,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,61,TRUE,0
R_7xOTbpftF2Z9j19,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,60,TRUE,0
R_7oj4H6R1TAeRfyx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,23,71,TRUE,1
R_7SpfGXfExyzHChl,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,4,54,TRUE,1
R_6QzfFiTLVX6NgDs,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,55,73,TRUE,1
R_5upQFOjYRx0oUyL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-49,50,TRUE,0
R_6ILh8N9br0z4vUC,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,57,67,TRUE,1
R_6jOgfLYsr0o3w7U,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-50,30,TRUE,0
R_5eQYxUwNJKF9BM6,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,13,27,TRUE,1
R_6QxPkU4eCa1G71n,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,19,72,TRUE,1
R_53LxblFsP9QgfRv,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,11,30,TRUE,1
R_7CBYcsbSZ6cj6RS,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,49,59,TRUE,1
R_3Phmh4WNnY410gl,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,48,TRUE,0
R_7OrEAAcerM55Emh,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,59,TRUE,0
R_1jMLTfHe21HxpCj,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,31,50,TRUE,1
R_5dzjw5pDr5OsYFL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,50,TRUE,1
R_6A4a7rMeVswKIPT,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,30,60,TRUE,1
R_7fsYIVZFO6TZC0N,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,11,59,TRUE,1
R_1OPATNqYMYVt6UB,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-50,50,TRUE,0
R_1F5jMcsHWV9jety,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,10,68,TRUE,1
R_5fO9FIpkVXHIjel,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,51,TRUE,0
R_5xRSC8jdbHy7CVi,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,31,61,TRUE,1
R_3ghFudHQTK2bkZf,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,1,51,TRUE,1
R_3wxs1RCaTsrrugx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-7,71,TRUE,0
R_5ldWlGTirRvqKDD,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,19,60,TRUE,1
R_3omWsG46OKPdgCi,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,3,55,TRUE,1
R_6s7CV1sgAjfLsgF,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,2,38,TRUE,1
R_7JR9Ew2h6UeXdAy,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,51,52,TRUE,1
R_5nSWV1klpTHu3ri,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-11,70,TRUE,0
R_7p8NJSohI1AECgK,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,40,60,TRUE,1
R_7tmVKHvTExNNTtQ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,1,51,TRUE,1
R_7DnMSXYi52Pkhsf,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-5,41,FALSE,0
R_6X0TBwudJOF2pJD,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-4,60,TRUE,0
R_3KrLhXeuTwTHRkD,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,1,42,TRUE,1
R_6i8eQQCtG0jeiHv,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,51,TRUE,0
R_6hL3V42wQP9ZQDO,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,43,53,TRUE,1
R_1VkZgDwhJ170T6q,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-5,67,TRUE,0
R_587JkUEmrZaysed,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,49,50,TRUE,1
R_7UhNIrgUHpZRn5T,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-1,60,TRUE,0
R_3dArkk8rahUX1kJ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,29,69,FALSE,1
R_5us8Scvo4lZxTzj,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,51,TRUE,1
R_16hZB9Qy2Pkvcvu,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,15,50,TRUE,1
R_1HitDmTnANjxs2T,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,8,58,TRUE,1
R_3Af3lKlfOFA85vr,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-18,60,TRUE,0
R_5cSb8r54H2m9g77,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,4,54,TRUE,1
R_3mgyl2jxA4da62A,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,60,TRUE,0
R_73gd6Zgs5So5989,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,50,TRUE,0
R_7Yapv8rwpyuRfFf,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-4,66,TRUE,0
R_7e3q1XSU57Hiq3h,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,52,TRUE,0
R_51M1rnIQ9yDf63a,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_3UfTU8HGm0KeSIx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,11,60,TRUE,1
R_3pf3AV8MQtGewmJ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,16,71,TRUE,1
R_3xu803SycZbVnNf,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,9,60,TRUE,1
R_7opCd13LsnFWWE6,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,1,50,TRUE,1
R_6ygCyT3L23YKjGF,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,51,TRUE,0
R_3kFWuPxD27CrptC,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,35,60,TRUE,1
R_3q80feT7aRfvOcv,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,4,63,TRUE,1
R_7tKyvl4tJ4wb51v,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,7,45,TRUE,1
R_7fDMjNvPlATkA81,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,22,70,TRUE,1
R_6My5tqrWasS7yKW,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,64,TRUE,1
R_1KrRtAfA7tXkFLa,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,40,52,TRUE,1
R_51Zs1b8fD9WsHVT,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,5,51,TRUE,1
R_6PZDc4CJu5AwVph,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-12,69,TRUE,0
R_796NDOTJ0RFL5bL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,3,59,TRUE,1
R_6JY2uoagGk52K6e,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,9,61,TRUE,1
R_1otXbo0ntn2EXmL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,44,49,TRUE,1
R_6TIuy0ehG1GyqMp,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,54,TRUE,0
R_1X7pFqa8lOYV2UQ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,18,73,TRUE,1
R_7q8xegfHVomk98n,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,73,TRUE,0
R_6vfplYrN6TBj2vL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-50,30,TRUE,0
R_5SHPKWrLvjjVfIA,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-6,68,TRUE,0
R_5qDDcscpOFENLYQ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,60,TRUE,1
R_767yFDkvSgx92QF,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,32,52,TRUE,1
R_3gCnGUAnLSqpMHW,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,10,71,FALSE,1
R_1FP6MHLk9gjYEWB,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-3,61,TRUE,0
R_3zGQD9p6zW2NTGM,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,1,50,TRUE,1
R_1mlNxhteMjLst8b,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,67,TRUE,0
R_5xWVaEZLtp1ax4p,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,1,61,TRUE,1
R_6KO3rFkur0tIVAx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,18,71,TRUE,1
R_6o7Lm19NyIZFZk0,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,28,72,TRUE,1
R_6Qo6Pnqpx7S6tSA,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-1,71,TRUE,0
R_5paT4QZZikv2LL4,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,21,39,TRUE,1
R_5TnLcNKSVcB09yy,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,6,55,TRUE,1
R_1WYVO4h673xYyty,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,43,50,TRUE,1
R_6WMS1eDTKMR33Yh,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,15,71,TRUE,1
R_5n2VX9WDcsUcOfp,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,28,51,TRUE,1
R_3QLfxruTjEcNoUP,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,31,40,TRUE,1
R_5CeSQA4bpPz0upG,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,12,50,TRUE,1
R_5xnZVoo5kN5FeRr,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,11,29,FALSE,1
R_52IJw64mP3jzBSM,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,27,53,TRUE,1
R_3pYl5yqBbVuEjqp,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,10,70,TRUE,1
R_7TueJiEk5vJr2oo,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,22,68,TRUE,1
R_11sM8toIp1bpCne,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,1,46,TRUE,1
R_7mO5njqKuByu1RA,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,50,50,TRUE,1
R_5WSBNWvGghUu9ce,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,2,52,TRUE,1
R_5fHwJL5oUPg2tTj,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,70,TRUE,0
R_6TzSK8gKZprY0As,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,8,72,TRUE,1
R_7nbuAsb3dCUMEc9,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,40,50,TRUE,1
R_7c0J0e1Ro9XXy3n,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,21,51,TRUE,1
R_3i2I8koYdWm5awo,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,23,74,TRUE,1
R_5z39RvrPTQ3IjrH,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,21,50,TRUE,1
R_5D76gwIgVCXwfok,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,29,61,TRUE,1
R_5Vvqp3DRJJ5WYx3,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,30,TRUE,1
R_6r3pudvJS7IsC7n,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,50,TRUE,0
R_6DIOL1chjb3jHSB,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-8,57,TRUE,0
R_38NauaAKBYFOUpP,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,20,71,TRUE,1
R_1WVvvc6m7wRFCb8,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,29,70,TRUE,1
R_7LCHiEXUfoShjlx,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,24,55,TRUE,1
R_3oo24toNV3JuZKl,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,20,52,TRUE,1
R_1IszGlEoXLcyTYe,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,28,72,TRUE,1
R_6QhqqJHFNrQ0wCZ,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,0,50,FALSE,0
R_3nSrUnXsKh4HEmN,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,13,62,TRUE,1
R_1TjDam67JtnWVsB,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,11,71,TRUE,1
R_3SRwTK6SYfKLhjH,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,69,71,TRUE,1
R_14AxivjT64ZIvzb,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,1,30,TRUE,1
R_139byb6WtzUpQgl,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,18,63,TRUE,1
R_63kYGfCPzfS8Om3,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-31,50,TRUE,0
R_3QJM0bsw5Rw5CHR,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,24,66,TRUE,1
R_3qfgRrZkyFClLcc,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-14,48,TRUE,0
R_7CPqUzmMX4DkqEk,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,-1,31,TRUE,0
R_5tlMv0B8c6CJiBr,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-23,38,TRUE,0
R_5dgX7siBX8FzvaV,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,16,34,TRUE,1
R_77qgi216YPqDDV3,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,20,50,TRUE,1
R_6JK2VFCWobzVgwa,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,1,51,FALSE,1
R_79Yzjid2vfgfdwR,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,30,62,TRUE,1
R_5lv3tYXREa7ZfXv,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-29,71,TRUE,0
R_3EAcK0G3AIXdzwA,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,14,72,TRUE,1
R_7oY48SqmxqUBnMZ,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,29,32,TRUE,1
R_1dTifpmIlHJAu5m,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,1,65,TRUE,1
R_6r67C6elYGoAtGR,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,10,56,TRUE,1
R_7Gva9uLbeoFuPcZ,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,41,47,TRUE,1
R_1atyeDLcA3FRHkv,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,44,51,TRUE,1
R_7g5EMYtIdlJJpQn,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,33,58,TRUE,1
R_6HnPMBMahHrw1fu,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,41,32,TRUE,1
R_3KO0x9vLLB6XsVH,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,33,59,TRUE,1
R_1cezxWzmLMiMUyl,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,21,40,TRUE,1
R_5CwmlpVnQK15xMl,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,3,74,TRUE,1
R_6pVlImfaE0jNGs3,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,1,51,TRUE,1
R_3bIQNVJ723wTF8l,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,54,55,TRUE,1
R_3CP3RXf73QfDfGq,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,9,30,TRUE,1
R_6lz4QVAEWnJS4l3,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,-3,64,TRUE,0
R_3w6R6A86emhZS2o,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,27,51,TRUE,1
R_1e2L5IcZRqFeuwh,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,-1,51,TRUE,0
R_7pPsP5OhWvslJNv,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,30,70,TRUE,1
R_5kHdyy9mdPHyTST,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,-1,51,FALSE,0
R_1NUqYVVmQ9vvdeL,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,0,51,TRUE,0
R_3ITbCHPk7oLAdcs,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,4,36,TRUE,1
R_3xSWdKnxwDvE94B,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-3,71,TRUE,0
R_3iQN9zJbSYUcwwh,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-2,70,TRUE,0
R_7zZM87vEIgyBXI5,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-21,50,TRUE,0
R_6qs4ztii9Xq4a4h,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,-2,52,TRUE,0
R_3DOdYMiVwSEycyj,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-2,69,TRUE,0
R_1zBY0BhxjCqnaTV,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,0,51,TRUE,0
R_12as0QHBvkk3Yqf,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,60,62,TRUE,1
R_52bafQxuQhQWWP4,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,20,61,TRUE,1
R_7FHywrZ9gz1RFL3,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-1,72,TRUE,0
R_5cTlA1SPrxcXcVJ,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,1,61,TRUE,1
R_73UEFiSALQzD6CH,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,-29,67,TRUE,0
R_3sHl0dJfrbksB7b,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,28,63,TRUE,1
R_3C854vzL23vDrdN,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,27,48,TRUE,1
R_1qQztimIPgIC20C,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,23,62,TRUE,1
R_7hZo6JDMSxZhmGo,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-13,54,TRUE,0
R_6FyW6VLI4zPoVTe,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,11,39,TRUE,1
R_7VBKOxfuUEv6MWr,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,42,51,TRUE,1
R_1dh8N1EpPkeV1h8,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,17,53,TRUE,1
R_7lzFuAJ0fpo3l6h,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,30,59,TRUE,1
R_3m4CevmQddNjgKP,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,15,50,TRUE,1
R_7TWOqGIGZTFleNP,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,16,67,TRUE,1
R_7MzJZp2FYROTKi9,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,20,60,TRUE,1
R_7bPv84FxfGrpUIx,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-22,50,TRUE,0
R_5CPMYA9CRsDRUUi,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,2,68,TRUE,1
R_5OTluHMmsHy72r1,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,13,51,TRUE,1
R_3nc1QGHiX465LmD,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,11,61,TRUE,1
R_5lWV9yNLCHV8qKi,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,20,51,TRUE,1
R_77KdymG6Y5bLvep,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,22,51,TRUE,1
R_3HoZur0rVRJMCqp,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,-11,51,TRUE,0
R_7780JhYclHbvdn7,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,10,40,TRUE,1
R_3AkXwExqxpkIMQV,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,28,51,TRUE,1
R_3aDTfdsaOIII4Sd,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,11,70,TRUE,1
R_5qfOGQB901524nY,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-1,70,TRUE,0
R_5d6PkdN62VFFCvn,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,10,63,TRUE,1
R_6HYMlBn8unQlJf3,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,1,51,TRUE,1
R_5DT2RF3pijNu3YZ,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,5,50,TRUE,1
R_74w3vdpWnNYRXJK,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,-5,70,TRUE,0
R_374kinH4mY2oURS,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,22,49,TRUE,1
R_6DtP2Ptfwvs6xqz,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,24,74,TRUE,1
R_3DtzBqctVE6AXrr,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-22,69,TRUE,0
R_6l55IPpEvJftm0h,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,20,50,TRUE,1
R_7waWHMlqmt7BR9y,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-1,50,TRUE,0
R_1FHOExXpAq4lDgZ,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,-1,49,TRUE,0
R_1EtZFIxVMtsn6KV,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,14,74,TRUE,1
R_3BqFr4O6LrfNl86,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,20,50,TRUE,1
R_3Y2rQXExuiB2pxL,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,2,42,TRUE,1
R_3IY8DmsjYUBxsP4,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,6,64,TRUE,1
R_5UcU0rGuY1isfC1,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,23,55,TRUE,1
R_3iQEhIO1peu9FRx,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,45,53,TRUE,1
R_7lRiIAjOTzCQGIm,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,0,70,TRUE,0
R_6sZKsxHU7uYcLRN,Study 2,Standard,NA,Standard,treatment_mid_bunk,bunk,62,30,TRUE,1
R_5BhyBt7fQmrcU21,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,50,70,TRUE,1
R_5CJUN5Sbhzp8Vx4,Study 2,Standard,NA,Standard,treatment_mid_debunk,debunk,0,50,TRUE,0
