ResponseId,study,study_factor,model_pooled,persuader,condition,direction,aligned_belief_change,belief_pre,compliant,persuaded
R_502HaARTEyTzBkH,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-3,52,TRUE,0
R_5FSajbNJJT7TsiJ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,11,59,TRUE,1
R_5gjAsLzBALW7N0p,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-1,71,TRUE,0
R_3YXMcC5OBTGt0LN,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,20,70,TRUE,1
R_7w6OP3J6CtoKzjO,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,39,40,TRUE,1
R_5zv26jLvuaGa2uR,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,71,TRUE,1
R_5PkaSyZPnVUQ4F8,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-1,50,TRUE,0
R_3QyWBdwj5SpRmaw,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,21,49,TRUE,1
R_7KoTyHVEkPi74UV,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-3,72,TRUE,0
R_5dhxFRv6yt1BDvw,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-2,61,TRUE,0
R_1jpjzUf1FOeXBLj,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_3emeG94FgXa06Rm,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-30,60,TRUE,0
R_5dcNpI3knvxX207,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,14,62,TRUE,1
R_3nOgYme1ZPqTKKZ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-5,57,TRUE,0
R_3R8k4j0QZtYTBdL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,71,TRUE,0
R_55HClmJtEob6QzU,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,34,61,TRUE,1
R_5jVun3tLe8kOFH6,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,29,71,TRUE,1
R_1OH8OgjQvUn71nK,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,22,52,TRUE,1
R_7LVwWhUK3eWwgjn,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,48,63,TRUE,1
R_7SlysEWMZZsU7t2,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-60,40,TRUE,0
R_5oAPrSy4V0gnmp7,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,10,70,TRUE,1
R_1X4GO94gu8EJLqZ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,6,71,TRUE,1
R_6C7uVySRybCnp5A,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,45,70,TRUE,1
R_3YEjKxXWzbkMRHP,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_7zHBqDxKxL3CHiq,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,12,59,TRUE,1
R_6CygBTCXqpzXIe4,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,23,60,TRUE,1
R_5N9PenceXwxcJa1,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,15,70,TRUE,1
R_3qNKXCEnUhxVqWs,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,51,TRUE,0
R_6jjPg3mzwFIDROt,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-1,30,TRUE,0
R_6p4vVkvhofIxhsJ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,31,52,TRUE,1
R_7BpL6hMvvtdyWGt,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,7,42,TRUE,1
R_3qiFslY0KGpn6md,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-7,71,TRUE,0
R_36zYDu4CovRrPSp,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,45,50,TRUE,1
R_3jvATOC5aTP9cyt,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,53,55,TRUE,1
R_51zouIwV7jqvIiM,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,31,50,TRUE,1
R_6EzS5nBK4ZRb8JZ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,34,41,TRUE,1
R_6DjvZqrZEql3IQc,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,60,TRUE,0
R_1ftYj3dp3tg1wD7,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-28,48,TRUE,0
R_3jU601f0GW943Hi,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,51,TRUE,1
R_3e36ESi8yVHULa2,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,11,47,TRUE,1
R_7P80p2SttoIJzZN,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,36,46,TRUE,1
R_6jlcU4tN7E5ZoqZ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,44,50,TRUE,1
R_572sEqvsrOHocQx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,27,48,TRUE,1
R_3JmFOsNdVZucvlL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,31,50,TRUE,1
R_1cu7GOhhAlfH3Wr,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-11,69,TRUE,0
R_7qNFJWHUQjFCduX,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,72,TRUE,1
R_3wzWIRcmQWGSCX9,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,18,49,TRUE,1
R_7lxYUm2vI9TVq2G,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,41,50,TRUE,1
R_73yk0KT4ENYsoR8,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,9,60,TRUE,1
R_73N9vj2gzdqV5PH,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_3pzIa2wYEToEadu,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_7LkTo0dmHQJfovn,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,10,41,TRUE,1
R_7E9zwpmbwlLpThJ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,19,52,TRUE,1
R_7njCZUVPjdpJetF,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-2,58,TRUE,0
R_7rwPkrxyb8Om2jr,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-11,63,TRUE,0
R_5k7f39FszldkfvG,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,56,60,TRUE,1
R_7MNKhd0dmEX0ACt,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,41,TRUE,1
R_5MA0nvUlRQXt2H0,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,35,52,TRUE,1
R_3fwSgYcaffLkyE9,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,16,65,TRUE,1
R_6lrgjT1s0kmiRaz,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,1,62,TRUE,1
R_7EFGgvtN9S0sFGu,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,27,57,TRUE,1
R_3NTk8D4ys5cldg5,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-29,51,TRUE,0
R_1Oe9tvOwbbqE264,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,5,45,TRUE,1
R_7f4Rmf33pkfq94l,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-13,53,TRUE,0
R_7qUSQBGCXrbaXEd,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,50,50,TRUE,1
R_5NysIM0HcZErFTB,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,11,60,TRUE,1
R_5dLxDrI5CswRzpF,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,40,50,TRUE,1
R_3wRmJ9th58aDEOO,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-9,63,TRUE,0
R_7QH0ZGiubXgtJ2s,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,2,51,TRUE,1
R_6P6L4ZMdBja8hwx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,12,74,TRUE,1
R_5dHmZiiaHhSu7gz,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-10,70,TRUE,0
R_7lozAUhw9UhNBpN,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,40,51,TRUE,1
R_7sh55GImxjxsvI4,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,21,48,TRUE,1
R_7DZyFhmfO5UF8rU,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,40,50,TRUE,1
R_5rZlJkjmen6gaQN,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,73,26,TRUE,1
R_7jVwJOQQMCewZKx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,29,51,TRUE,1
R_7I3sXAKUj5duz1Y,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,19,35,TRUE,1
R_5ND4pBwkeOuq6Nz,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,2,55,TRUE,1
R_6rOA9wsfu34X3qG,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,28,51,TRUE,1
R_6fvZ9Agoc4JJL5I,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,50,TRUE,0
R_1SzEbKISVIpjcnn,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-2,72,TRUE,0
R_6CfnoDsFQgQ2i6B,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,30,51,TRUE,1
R_65NtwdqU5MVuO9E,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,19,50,TRUE,1
R_3c2sWgrKx8E8ZYq,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,19,51,TRUE,1
R_1Do1t76WMAAWDqC,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-49,50,TRUE,0
R_523whVZq0P2GaSE,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,16,60,TRUE,1
R_7fZe7T4fLvEbHTS,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-4,64,TRUE,0
R_1QKo6MX6ShjfG0R,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,30,50,TRUE,1
R_7b3qWggXRxjV4Hp,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,8,69,TRUE,1
R_30coENINXcYWbZ9,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,50,50,TRUE,1
R_3mdP3SGieVzLfoA,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_5fJQgFvZI7wRjkI,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,17,40,TRUE,1
R_50ATXwQyUxgMQMK,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,15,70,TRUE,1
R_3D0FLhtv8RLhd8T,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_1no9cWKmUi6PoI1,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,32,50,TRUE,1
R_5pRSZsmrh08qz6x,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,8,38,TRUE,1
R_7rz5J0HEC0iuA9z,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,45,TRUE,0
R_3kM4goJwdicZdy8,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,10,60,TRUE,1
R_1U6rf4dQhuF0VIw,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,31,59,TRUE,1
R_7Ttu6By2C1RbXx6,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,29,49,TRUE,1
R_1qysYYa8S4BZ4gh,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,41,61,TRUE,1
R_1FJrGqeLdEHtIjr,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,45,65,TRUE,1
R_7thSlJpXlQkkjoY,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,35,62,TRUE,1
R_1us07xYuYWTMVoC,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,2,60,TRUE,1
R_6CQIcqOTPMnTkzH,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,15,35,TRUE,1
R_6hTHixNYNwmcfp7,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,28,53,TRUE,1
R_6GDpa4H6ENP1h6c,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,61,TRUE,1
R_7npcDv2bqNhhB1e,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,13,49,TRUE,1
R_53mK0lL4Fuahh73,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,8,50,TRUE,1
R_5EyRhV6KLvjn5Z6,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,12,50,TRUE,1
R_1dzNeIhK3oUE8Tw,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,34,59,TRUE,1
R_3GcGPtLfHaAYxrz,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-7,73,TRUE,0
R_1Cg8Fwryq9bbDfg,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,34,57,TRUE,1
R_5hYhr9uYcqm75R2,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,42,50,TRUE,1
R_5HNE3CaIzd8NlTD,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-28,62,TRUE,0
R_3YJKvSt2WGi7hsJ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,20,71,TRUE,1
R_3Q4sJdz8pvRlIIX,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,72,TRUE,0
R_3tygbh4WzSjMMO6,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,51,TRUE,1
R_32I7DSDrHlY89lT,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-2,42,TRUE,0
R_3d79HvlJZhycE6t,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,48,57,TRUE,1
R_5jpR9MddC45dTVl,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-5,50,TRUE,0
R_1OZvDq3I6ruTUY3,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-9,51,TRUE,0
R_7M3GDQEVgokXG16,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,29,40,TRUE,1
R_5gQ13zfdKEBOri9,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,2,61,TRUE,1
R_7fXqfuUPNGZ4qFb,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,4,61,TRUE,1
R_7PenImigqgJi4aB,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,50,40,TRUE,1
R_3G8wKZrPrEfpoAh,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,39,50,TRUE,1
R_5H5m24ZLe8YSwvC,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,51,52,TRUE,1
R_1OqXg4Xv9L0NISQ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,49,50,TRUE,1
R_54ufuGXWnEPV7SV,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,1,71,TRUE,1
R_5eahIhUeKi52Rdn,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,41,50,TRUE,1
R_3fdmsMpPuc5aVxf,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,11,51,FALSE,1
R_5hZYXGurH6CPXKV,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-10,41,TRUE,0
R_38Hwv5C8KDPgWT7,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,62,TRUE,1
R_6nTx6F0s9YlE1yn,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,18,69,TRUE,1
R_6R1qfvKDvCksIBb,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,4,74,TRUE,1
R_5OA2k0w6RTZ8OfT,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,19,71,TRUE,1
R_1eF57bKjmFByYG4,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,30,35,TRUE,1
R_7tJs3uEmERY7q3K,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-11,51,TRUE,0
R_7ClGfkkW3YjbKUG,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-2,52,TRUE,0
R_6t4OrcOxrQLCqUp,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_3eb4NP6orIUFL0B,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,70,TRUE,0
R_7gd8giCXWAiFWzz,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-6,41,TRUE,0
R_114lKJMd8wvIO6t,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,28,70,TRUE,1
R_1S6xBQ3VqV9Exkn,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,51,TRUE,0
R_7AXOGzXncAB4Hdc,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,25,69,TRUE,1
R_5M0t1UkuxKxy5S3,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,42,TRUE,1
R_7n5YHpBa7ucfwHD,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,45,36,TRUE,1
R_7CZYRTBRgHZmblF,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,1,40,TRUE,1
R_1l6TCM0DHqqek8x,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,72,28,TRUE,1
R_1zqn1HE7qK9oEEN,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,21,50,TRUE,1
R_1wFGUPH57WiQzGx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_56nHTSWEkKTio0a,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,51,TRUE,0
R_3k0KoxBNWOmR0OM,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,20,60,TRUE,1
R_3jEdR9oLTvgJvxF,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,30,50,TRUE,1
R_5LqvzTzTRvYEBiO,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,10,53,TRUE,1
R_5wgimieBEVb6d69,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,30,50,TRUE,1
R_1bRUrnWI3tL6VUZ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,65,TRUE,1
R_6dcWqn0Qe8pPUyE,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,50,TRUE,0
R_71oUkC4WstLqYYe,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-10,50,TRUE,0
R_6SCPRt8cgwlr5RL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,29,58,TRUE,1
R_6roiQot9WtmxWrL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,24,66,TRUE,1
R_7kUYqOmQQBPc75f,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,4,61,TRUE,1
R_1Dd8ilC6BECpXUZ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,40,60,TRUE,1
R_7fPOj4zOuml1NVy,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,19,51,TRUE,1
R_5ZHWMBYm3ozSzof,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,9,50,TRUE,1
R_7dGUPzPoJwZhHAP,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,10,51,TRUE,1
R_7TtKOCc1OXMEDtJ,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,11,50,TRUE,1
R_1IS4Pr0b74qdS37,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,30,37,TRUE,1
R_6lXsSWjCapjfi0h,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,74,TRUE,0
R_6aafK5gBnzlNQKn,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-25,49,TRUE,0
R_6ElQCaIsaJXQr50,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,25,49,TRUE,1
R_7qpW1Pq4YwGlMVl,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-1,50,FALSE,0
R_3VanjYtYT1V5ISh,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,3,56,TRUE,1
R_7NyslmbTN4nwKTX,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,19,51,TRUE,1
R_7wcWMofUPOBxoF0,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,20,71,TRUE,1
R_3QA8UP4WRjqZNbp,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,10,72,TRUE,1
R_39DHoQhlleogltT,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,17,49,TRUE,1
R_6LkSQ1WkUR2na6J,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,26,50,TRUE,1
R_7OeFr8ltIcjZRuN,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,18,27,TRUE,1
R_64yWfazz2PyUGsx,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,21,50,TRUE,1
R_71oA74phAUC6XTo,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,30,60,TRUE,1
R_6LXv9F4c3TIQKoH,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-10,60,TRUE,0
R_7mk4LNwbjxFst0B,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,1,51,TRUE,1
R_3tomAp8LangT89D,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-8,72,TRUE,0
R_5RpVlg9WOqRCkxT,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,21,29,TRUE,1
R_7ikkmI60zIQ7yHL,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,3,67,TRUE,1
R_69aOVSh2fUuXP8d,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,30,41,TRUE,1
R_5ritFb7GytarNSa,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,43,60,TRUE,1
R_5wtuUplkkJVWevI,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-11,51,TRUE,0
R_71RYO4fmIniVEBG,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,31,50,TRUE,1
R_59m2pjRJi9BT5am,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,2,51,TRUE,1
R_6NCxFxMfwJBSARo,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,50,TRUE,1
R_1BsPqRTcOf5KQGl,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,50,TRUE,0
R_3mF9CPQcobpVlaV,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,42,53,TRUE,1
R_7QDQSrQnCnwAyc1,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,27,35,TRUE,1
R_3d5kyeGkbsa2vxD,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,21,40,TRUE,1
R_7Q6DxRBCFhUcgvc,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,51,TRUE,0
R_65SGAhJQx2S5hyR,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,48,49,TRUE,1
R_147tDYoizl4DIU9,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,60,TRUE,0
R_3fbjpMuBQb6YrXX,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,70,TRUE,0
R_3mf66is9PhUN1E8,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,7,50,TRUE,1
R_5uTkJTmw42G0hZD,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,20,40,TRUE,1
R_7oqiqJzfiwXMv4E,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,28,55,TRUE,1
R_3ci3UH5DACQBJwK,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,33,TRUE,0
R_7jCTVWFuvYVCfYC,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,0,72,TRUE,0
R_3gydeL4KEUIJKz7,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,0,51,TRUE,0
R_7WGwKu2a0jZbyxC,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,18,67,TRUE,1
R_6bupB2cjwAncFbP,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,40,41,TRUE,1
R_7L9keet4ExdKXTj,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_debunk,debunk,-8,68,FALSE,0
R_5Q0cX5p7oQKAM7u,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,1,50,TRUE,1
R_7TNp1LoZF4WIjpj,Study 1,Jailbroken,NA,Jailbroken,treatment_mid_bunk,bunk,-13,30,TRUE,0
